job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB0049,Computer Vision Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,"OpenCV, CNNs, PyTorch, Python, SQL, Agile",Media,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Computer Vision Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: OpenCV, CNNs, PyTorch, Python, SQL, Agile. Industry: Media. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0050,Data Engineer (AI),Data Engineering,Lead (10+ yrs),Bachelor's,"dbt, Spark, Python, Airflow, SQL, Cloud, Git",Healthcare,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: dbt, Spark, Python, Airflow, SQL, Cloud, Git. Industry: Healthcare. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0051,Senior Data Scientist,Data Science,Senior (6-9 yrs),Associate's,"Leadership, Python, ML, Causal Inference, Advanced Statistics, Deep Learning, Statistics",Automotive,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Leadership, Python, ML, Causal Inference, Advanced Statistics, Deep Learning, Statistics. Industry: Automotive. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0052,AI Agent Developer,AI Engineering,Lead (10+ yrs),PhD,"Python, LangChain, APIs, Tool Use, Planning Systems, AutoGen, Problem Solving",Automotive,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Agent Developer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Python, LangChain, APIs, Tool Use, Planning Systems, AutoGen, Problem Solving. Industry: Automotive. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0053,AI Compliance Manager,Governance,Entry (0-2 yrs),PhD,"Auditing, Documentation, EU AI Act, SQL",Healthcare,On-site,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Auditing, Documentation, EU AI Act, SQL. Industry: Healthcare. Remote Work: On-site. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0054,Senior Data Scientist,Data Science,Entry (0-2 yrs),Bachelor's,"ML, Deep Learning, Advanced Statistics, SQL, Leadership, Agile",Education,Hybrid,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: ML, Deep Learning, Advanced Statistics, SQL, Leadership, Agile. Industry: Education. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0055,AI Ethics Officer,Governance,Entry (0-2 yrs),PhD,"Ethics Frameworks, Research, Risk Assessment, Leadership, Agile",Media,Hybrid,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Ethics Frameworks, Research, Risk Assessment, Leadership, Agile. Industry: Media. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0056,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Master's,"Diffusion Models, Deployment, Python, GenAI APIs, Fine-tuning, LLMs, Agile, Statistics, Linux",Consulting,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Diffusion Models, Deployment, Python, GenAI APIs, Fine-tuning, LLMs, Agile, Statistics, Linux. Industry: Consulting. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0057,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Associate's,"Feature Stores, Python, Airflow, SQL, dbt, Agile",Energy,Hybrid,Big Tech (FAANG+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Feature Stores, Python, Airflow, SQL, dbt, Agile. Industry: Energy. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0058,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),PhD,"ETL, dbt, Feature Stores, Python, SQL, Spark, Linux",Retail,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: ETL, dbt, Feature Stores, Python, SQL, Spark, Linux. Industry: Retail. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0059,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,"APIs, Fine-tuning, Vision-Language Models, Linux, Statistics",Retail,Fully Remote,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: APIs, Fine-tuning, Vision-Language Models, Linux, Statistics. Industry: Retail. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0060,AI Compliance Manager,Governance,Entry (0-2 yrs),PhD,"Auditing, Legal Knowledge, Risk Management, Documentation, Leadership",Finance,Hybrid,Startup (1-50),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Auditing, Legal Knowledge, Risk Management, Documentation, Leadership. Industry: Finance. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0061,ML Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"TensorFlow, SQL, Kubernetes, Python, Research",Research,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: TensorFlow, SQL, Kubernetes, Python, Research. Industry: Research. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0062,Data Engineer (AI),Data Engineering,Entry (0-2 yrs),Bootcamp/Self-taught,"dbt, Airflow, ETL, Feature Stores, SQL, Cloud, Agile, Git",Government,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Engineer (AI). Category: Data Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: dbt, Airflow, ETL, Feature Stores, SQL, Cloud, Agile, Git. Industry: Government. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0063,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"System Design, Distributed Systems, PyTorch, MLOps, Python, LLM Fine-tuning, Git, Leadership, Communication",Manufacturing,Hybrid,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: System Design, Distributed Systems, PyTorch, MLOps, Python, LLM Fine-tuning, Git, Leadership, Communication. Industry: Manufacturing. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0064,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),Bachelor's,"GPU Computing, CUDA, Neural Networks, TensorFlow, PyTorch, Python, Research",Finance,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: GPU Computing, CUDA, Neural Networks, TensorFlow, PyTorch, Python, Research. Industry: Finance. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0065,MLOps Engineer,ML Operations,Entry (0-2 yrs),Bachelor's,"Monitoring, Python, MLflow, Leadership, Cloud, Research",Energy,Hybrid,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Monitoring, Python, MLflow, Leadership, Cloud, Research. Industry: Energy. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0066,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),Associate's,"Python, TensorFlow, CUDA, GPU Computing, Neural Networks, PyTorch, Research",Education,Hybrid,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: Python, TensorFlow, CUDA, GPU Computing, Neural Networks, PyTorch, Research. Industry: Education. Remote Work: Hybrid. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0067,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),Bachelor's,"APIs, PyTorch, Vision-Language Models, Python, Fine-tuning, Problem Solving",Consulting,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: APIs, PyTorch, Vision-Language Models, Python, Fine-tuning, Problem Solving. Industry: Consulting. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0068,AI Infrastructure Eng,Infrastructure,Lead (10+ yrs),PhD,"Networking, Distributed Systems, CUDA, Statistics",Retail,On-site,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: Networking, Distributed Systems, CUDA, Statistics. Industry: Retail. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0069,Senior Data Scientist,Data Science,Entry (0-2 yrs),Associate's,"Deep Learning, Advanced Statistics, ML, Python, Causal Inference, Problem Solving",Healthcare,Fully Remote,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Senior Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Deep Learning, Advanced Statistics, ML, Python, Causal Inference, Problem Solving. Industry: Healthcare. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0070,MLOps Engineer,ML Operations,Mid (3-5 yrs),PhD,"Cloud, Kubernetes, Docker, CI/CD, Monitoring, MLflow, Leadership, Problem Solving",Government,Fully Remote,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: Cloud, Kubernetes, Docker, CI/CD, Monitoring, MLflow, Leadership, Problem Solving. Industry: Government. Remote Work: Fully Remote. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0071,AI Ethics Officer,Governance,Entry (0-2 yrs),Associate's,"Risk Assessment, Ethics Frameworks, Research, Linux, Cloud, Git",Automotive,Fully Remote,Big Tech (FAANG+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Risk Assessment, Ethics Frameworks, Research, Linux, Cloud, Git. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0072,NLP Engineer,AI Engineering,Senior (6-9 yrs),Master's,"Transformers, Text Processing, Python, Hugging Face, BERT, Linux, Research, Leadership",Energy,On-site,Startup (1-50),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Transformers, Text Processing, Python, Hugging Face, BERT, Linux, Research, Leadership. Industry: Energy. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0073,RAG Engineer,AI Engineering,Entry (0-2 yrs),PhD,"Vector DBs, Embeddings, Search Systems, Git",Education,Hybrid,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Vector DBs, Embeddings, Search Systems, Git. Industry: Education. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0074,AI Engineer,AI Engineering,Mid (3-5 yrs),Associate's,"Python, Cloud (AWS/GCP/Azure), Docker, PyTorch, LLM Integration, SQL, Cloud",Manufacturing,Hybrid,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Python, Cloud (AWS/GCP/Azure), Docker, PyTorch, LLM Integration, SQL, Cloud. Industry: Manufacturing. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0075,Data Scientist,Data Science,Mid (3-5 yrs),Bachelor's,"ML Algorithms, Scikit-learn, Data Visualization, SQL, Linux",Finance,Fully Remote,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: ML Algorithms, Scikit-learn, Data Visualization, SQL, Linux. Industry: Finance. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0076,AI Product Manager,Product,Lead (10+ yrs),Associate's,"AI Literacy, Stakeholder Mgmt, Data Analysis, Product Strategy, Agile, Git, Statistics",Government,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Product Manager. Category: Product. Experience Level: Lead (10+ yrs). Education Required: Associate's. Required Skills: AI Literacy, Stakeholder Mgmt, Data Analysis, Product Strategy, Agile, Git, Statistics. Industry: Government. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0077,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),Bachelor's,"Storage, Kubernetes, CUDA, Networking, Cloud, Distributed Systems, Agile, Problem Solving",Education,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Infrastructure Eng. Category: Infrastructure. Experience Level: Senior (6-9 yrs). Education Required: Bachelor's. Required Skills: Storage, Kubernetes, CUDA, Networking, Cloud, Distributed Systems, Agile, Problem Solving. Industry: Education. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0078,RAG Engineer,AI Engineering,Entry (0-2 yrs),Bachelor's,"Search Systems, Vector DBs, Python, Embeddings, LangChain, Linux",Finance,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Bachelor's. Required Skills: Search Systems, Vector DBs, Python, Embeddings, LangChain, Linux. Industry: Finance. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
